100,50,15,12,19,15,1,1,0,0,0,0,0,0,0,0,5,15,1,1,1,3000,1
200,51,15,12,24,18,1,1,0,0,0,0,0,0,0,0,5,15,1,1,2,3000,1
300,53,15,13,30,21,1,1,0,0,0,0,0,0,0,0,5,15,1,1,2,3000,1
400,55,16,13,37,25,1,1,0,0,0,0,0,0,0,0,5,15,1,1,2,3000,1
600,58,16,14,44,29,1,1,0,0,0,0,0,0,0,0,5,15,1,1,2,3000,1
900,62,17,15,52,32,1,1,0,0,0,0,0,0,0,0,5,15,1,1,2,3000,1
1000,66,17,16,60,35,1,1,0,0,0,0,0,1,0,0,5,15,1,1,2,3000,1
1000,71,18,17,69,39,1,1,0,0,0,0,0,1,0,0,5,15,1,1,3,3000,1
1000,77,19,18,79,43,1,1,0,0,0,0,0,1,0,0,5,15,1,2,3,3000,1
1000,83,20,20,89,46,1,2,0,0,0,0,0,1,0,0,5,15,1,2,3,3000,1
1000,90,21,21,100,49,1,2,0,0,0,0,0,1,0,0,5,15,1,2,3,3000,1
1000,98,22,23,111,53,1,2,0,0,0,0,0,1,0,0,5,15,1,2,3,3000,2
1000,106,23,25,123,57,1,2,0,0,0,0,0,1,0,0,5,15,1,2,4,3000,3
1000,115,25,27,136,60,1,2,0,0,0,0,0,2,0,0,5,15,1,2,4,3000,4
1000,125,26,29,149,63,2,3,0,0,0,0,0,2,0,0,5,15,1,2,4,10000,5
1000,135,28,32,163,67,2,3,0,0,0,0,0,2,0,0,5,15,1,3,4,10000,6
1000,146,29,34,177,71,2,3,0,0,0,0,0,2,0,0,5,15,1,3,4,10000,7
1000,158,31,37,192,74,2,3,0,0,0,0,0,2,0,0,5,15,1,3,5,10000,8
1200,170,33,40,208,77,2,3,0,0,0,0,0,2,0,0,5,15,1,3,5,10000,9
1400,183,35,43,224,81,3,4,0,0,0,0,0,2,0,0,5,15,1,3,5,10000,10
2500,197,37,46,241,85,3,4,0,0,0,0,0,3,0,0,5,15,1,4,5,10000,11
3000,211,39,49,258,88,3,4,0,0,0,0,0,3,0,0,5,15,1,4,5,25000,12
3500,226,41,53,276,91,3,4,0,0,0,0,0,3,0,0,5,15,1,4,6,25000,13
4000,242,44,56,295,95,3,4,0,0,0,0,0,3,0,0,5,15,1,4,6,25000,14
5000,258,46,60,314,99,4,5,0,0,0,0,0,3,0,0,5,15,1,5,6,25000,15
7000,275,49,64,334,102,4,5,0,0,0,0,0,3,0,0,5,15,1,5,6,25000,16
10000,293,51,68,354,105,4,5,0,0,0,0,0,3,0,0,5,15,1,5,6,25000,17
14000,311,54,72,375,109,4,5,0,0,0,0,0,4,0,0,5,15,1,6,7,25000,18
18000,330,57,77,397,113,4,5,0,0,0,0,0,4,0,0,5,15,1,6,7,30000,19
20000,350,60,81,419,116,5,6,0,0,0,0,0,4,0,0,5,15,1,6,7,30000,20
24000,370,63,86,442,119,5,6,0,0,0,0,0,4,0,0,5,15,1,6,7,30000,21
28000,391,66,91,456,123,5,6,0,0,0,0,0,4,0,0,5,15,1,7,7,30000,22
32000,413,69,96,489,127,5,6,0,0,0,0,0,4,0,0,5,15,1,7,8,30000,23
36000,435,73,101,514,130,5,6,0,0,0,0,0,4,0,0,5,15,1,7,8,30000,24
40000,458,76,106,539,133,6,7,0,0,0,0,0,5,0,0,5,15,1,8,8,30000,25
48000,482,80,112,565,137,6,7,0,0,0,0,0,5,0,0,5,15,1,8,8,35000,26
56000,506,83,117,591,141,6,7,0,0,0,0,0,5,0,0,5,15,1,8,8,35000,27
82000,531,87,123,618,144,6,7,0,0,0,0,0,5,0,0,5,15,1,9,9,35000,28
90000,557,91,129,646,147,6,7,0,0,0,0,0,5,0,0,5,15,1,9,9,35000,29
120000,583,95,135,674,151,7,8,0,0,0,0,0,5,0,0,5,15,1,9,9,35000,30
160000,610,99,141,703,155,7,8,0,0,0,0,0,5,0,0,5,15,1,10,9,35000,30
300000,638,103,148,732,158,7,8,0,0,0,0,0,6,0,0,5,15,1,10,9,35000,30
500000,666,107,154,762,161,7,8,0,0,0,0,0,6,0,0,5,15,1,11,9,40000,30
800000,695,112,161,793,165,7,8,0,0,0,0,0,6,0,0,5,15,1,11,10,40000,30
1200000,725,116,168,824,169,8,9,0,0,0,0,0,6,0,0,5,15,1,11,10,40000,30
480000000,755,121,175,856,172,8,9,0,0,0,0,0,6,0,0,5,15,1,12,10,40000,30
510000000,786,125,182,888,175,8,9,0,0,0,0,0,6,0,0,5,15,1,12,10,40000,30
560000000,818,130,189,921,179,8,9,0,0,0,0,0,6,0,0,5,15,1,13,10,40000,30
560000000,850,135,197,955,183,8,9,0,0,0,0,0,7,0,0,5,15,1,13,11,40000,30
580000000,883,140,198,989,186,9,10,0,0,0,0,0,7,0,0,5,15,1,14,11,40000,30
580000000,917,145,200,1023,189,9,10,0,0,0,0,0,7,0,0,5,15,1,14,11,40000,30
580000000,951,150,201,1058,192,9,10,0,0,0,0,0,7,0,0,5,15,1,15,11,40000,30
580000000,986,155,203,1093,196,9,10,0,0,0,0,0,7,0,0,5,15,1,15,11,40000,30
580000000,1022,161,204,1129,200,9,10,0,0,0,0,0,7,0,0,5,15,1,16,11,40000,30
580000000,1058,166,206,1166,203,10,11,0,0,0,0,0,7,0,0,5,15,1,16,12,40000,30
580000000,1095,172,207,1203,206,10,11,0,0,0,0,0,8,0,0,5,15,1,17,12,40000,30
580000000,1133,177,209,1241,210,10,11,0,0,0,0,0,8,0,0,5,15,1,17,12,40000,30
580000000,1171,183,210,1279,214,10,11,0,0,0,0,0,8,0,0,5,15,1,18,12,40000,30
580000000,1210,189,211,1318,217,10,11,0,0,0,0,0,8,0,0,5,15,1,18,12,40000,30
580000000,1250,195,213,1358,220,11,12,0,0,0,0,0,8,0,0,5,15,1,19,13,40000,30
580000000,1291,202,215,1399,223,11,12,0,0,0,0,0,8,0,0,5,15,1,20,13,40000,30
580000000,1332,210,218,1441,226,11,12,0,0,0,0,0,8,0,0,5,15,1,20,13,40000,30
580000000,1374,219,221,1484,229,11,12,0,0,0,0,0,8,0,0,5,15,1,21,13,40000,30
580000000,1416,229,224,1528,232,11,12,0,0,0,0,0,9,0,0,5,15,1,21,13,40000,30
580000000,1459,240,227,1572,235,11,12,0,0,0,0,0,9,0,0,5,15,1,22,13,40000,30
580000000,1503,252,230,1607,238,11,13,0,0,0,0,0,9,0,0,5,15,1,22,13,40000,30
580000000,1548,255,233,1643,241,12,13,0,0,0,0,0,9,0,0,5,15,1,23,14,40000,30
580000000,1594,255,236,1670,244,12,13,0,0,0,0,0,9,0,0,5,15,1,23,14,40000,30
580000000,1641,255,239,1708,247,12,13,0,0,0,0,0,9,0,0,5,15,1,24,14,40000,30
580000000,1688,255,242,1747,250,12,13,0,0,0,0,0,9,0,0,5,15,1,24,14,40000,30
1100000000,1726,255,245,1788,253,12,13,0,0,0,0,0,9,0,0,5,15,1,25,14,40000,30
1100000000,1765,255,248,1826,255,12,13,0,0,0,0,0,9,0,0,5,15,1,25,14,40000,30
1100000000,1805,255,252,1864,255,12,13,0,0,0,0,0,9,0,0,5,15,1,26,14,40000,30
1100000000,1845,255,255,1902,255,12,13,0,0,0,0,0,9,0,0,5,15,1,27,14,40000,30
1100000000,1885,255,255,1940,255,12,13,0,0,0,0,0,9,0,0,5,15,1,28,14,40000,30
1100000000,1925,255,255,1978,255,12,13,0,0,0,0,0,10,0,0,5,15,1,29,14,40000,30
1100000000,1965,255,255,2016,255,12,13,0,0,0,0,0,10,0,0,5,15,1,30,14,40000,30
1100000000,2005,255,255,2054,255,12,13,0,0,0,0,0,10,0,0,5,15,1,31,14,40000,30
1100000000,2045,255,255,2092,255,12,14,0,0,0,0,0,10,0,0,5,15,1,32,14,40000,30
2000000000,2085,255,255,2130,255,13,14,0,0,0,0,0,10,0,0,5,15,1,33,14,40000,30
2000000000,2125,255,255,2168,255,13,14,0,0,0,0,0,10,0,0,5,15,1,34,14,40000,30
2000000000,2165,255,255,2206,255,13,14,0,0,0,0,0,10,0,0,5,15,1,35,14,40000,30
2000000000,2205,255,255,2244,255,13,14,0,0,0,0,0,10,0,0,5,15,1,36,14,40000,30
2000000000,2245,255,255,2282,255,13,14,0,0,0,0,0,10,0,0,5,15,1,37,14,40000,30
2000000000,2285,255,255,2320,255,13,14,0,0,0,0,0,10,0,0,5,15,1,38,14,40000,30
2000000000,2325,255,255,2358,255,13,14,0,0,0,0,0,10,0,0,5,15,1,39,14,40000,30
2000000000,2365,255,255,2396,255,13,14,0,0,0,0,0,10,0,0,5,15,1,40,14,40000,30
2000000000,2405,255,255,2434,255,13,14,0,0,0,0,0,10,0,0,5,15,1,40,14,40000,30
2000000000,2445,255,255,2472,255,13,14,0,0,0,0,0,10,0,0,5,15,1,41,14,40000,30
2000000000,2485,255,255,2510,255,13,14,0,0,0,0,0,10,0,0,5,15,1,42,14,40000,30
